gene,Locus,Locus name,Symbol,Gene activity,Description,Chromosome,Arm,Available
Solyc00g500142,,,,,,,,0
Solyc00g500143,,,,,,,,0
Solyc00g500144,,,,,,,,0
Solyc00g500145,,,,,,,,0
Solyc00g500146,,,,,,,,0
Solyc00g500147,,,,,,,,0
Solyc00g500148,,,,,,,,0
Solyc00g500149,,,,,,,,0
Solyc00g500150,,,,,,,,0
Solyc00g500151,,,,,,,,0
Solyc00g500152,,,,,,,,0
Solyc00g500153,,,,,,,,0
Solyc00g500154,,,,,,,,0
Solyc00g500155,,,,,,,,0
Solyc00g500156,,,,,,,,0
Solyc00g500157,,,,,,,,0
Solyc00g500158,,,,,,,,0
Solyc00g500159,,,,,,,,0
Solyc00g500160,,,,,,,,0
Solyc00g500161,,,,,,,,0
Solyc00g500162,,,,,,,,0
Solyc00g500163,,,,,,,,0
Solyc00g500164,,,,,,,,0
Solyc00g500165,,,,,,,,0
Solyc00g112190,Solyc00g112190,Solyc00g112190,Solyc00g112190,,,Unknown Protein (AHRD V1),,1
Solyc00g500166,,,,,,,,0
Solyc00g500167,,,,,,,,0
Solyc00g230080,Solyc00g230080,Solyc00g230080,Solyc00g230080,,,"Photosystem II D2 protein (AHRD V1 ***- D0FXW8_DUNSA); contains Interpro domain(s)  IPR000484  Photosynthetic reaction centre, L/M",,1
Solyc00g316530,Solyc00g316530,Solyc00g316530,Solyc00g316530,,,Unknown Protein (AHRD V1),,1
Solyc00g069880,Solyc00g069880,Solyc00g069880,Solyc00g069880,,,Unknown Protein (AHRD V1),,1
Solyc00g500168,,,,,,,,0
Solyc00g013100,Solyc00g013100,Solyc00g013100,Solyc00g013100,,,Unknown Protein (AHRD V1),,1
Solyc00g013110,Solyc00g013110,Solyc00g013110,Solyc00g013110,,,Unknown Protein (AHRD V1),,1
Solyc00g126010,Solyc00g126010,Solyc00g126010,Solyc00g126010,,,Uncharacterized mitochondrial protein AtMg01330 (AHRD V1 ***- M1330_ARATH),,1
Solyc00g126000,Solyc00g126000,Solyc00g126000,Solyc00g126000,,,NADH-ubiquinone oxidoreductase chain 2 (AHRD V1 ***- NU2M_BETVU),,1
Solyc00g125990,Solyc00g125990,Solyc00g125990,Solyc00g125990,,,NADH-quinone oxidoreductase subunit N (AHRD V1 ***- B1LUM3_METRJ); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase,,1
Solyc00g125980,Solyc00g125980,Solyc00g125980,Solyc00g125980,,,NADH-ubiquinone oxidoreductase chain 2 (AHRD V1 ***- NU2M_BETVU),,1
Solyc00g244300,Solyc00g244300,Solyc00g244300,Solyc00g244300,,,Unknown Protein (AHRD V1),,1
Solyc00g244290,Solyc00g244290,Solyc00g244290,Solyc00g244290,,,NADH dehydrogenase subunit II (Fragment) (AHRD V1 *-*- O79467_SOLTU),,1
Solyc00g244280,Solyc00g244280,Solyc00g244280,Solyc00g244280,,,Unknown Protein (AHRD V1),,1
Solyc00g500169,,,,,,,,0
Solyc00g500170,,,,,,,,0
Solyc00g013170,Solyc00g013170,Solyc00g013170,Solyc00g013170,,,Unknown Protein (AHRD V1),,1
Solyc00g013180,Solyc00g013180,Solyc00g013180,Solyc00g013180,,,NADH-ubiquinone oxidoreductase chain 4 (AHRD V1 ***- Q5M9Z8_TOBAC); contains Interpro domain(s)  IPR001750  NADH:ubiquinone/plastoquinone oxidoreductase,,1
Solyc00g500171,,,,,,,,0
Solyc00g500172,,,,,,,,0
Solyc00g320430,Solyc00g320430,Solyc00g320430,Solyc00g320430,,,Unknown Protein (AHRD V1),,1
Solyc00g500173,,,,,,,,0
Solyc00g019750,Solyc00g019750,Solyc00g019750,Solyc00g019750,,,Unknown Protein (AHRD V1),,1
Solyc00g019730,Solyc00g019730,Solyc00g019730,Solyc00g019730,,,"Cytochrome c oxidase subunit 3 (AHRD V1 ***- Q5M9V7_TOBAC); contains Interpro domain(s)  IPR000298  Cytochrome c oxidase, subunit III",,1
Solyc00g500174,,,,,,,,0
Solyc00g500175,,,,,,,,0
Solyc00g500176,,,,,,,,0
Solyc00g500177,,,,,,,,0
Solyc00g500178,,,,,,,,0
Solyc00g500179,,,,,,,,0
Solyc00g500180,,,,,,,,0
Solyc00g500181,,,,,,,,0
Solyc00g500182,,,,,,,,0
Solyc00g118680,Solyc00g118680,Solyc00g118680,Solyc00g118680,,,Unknown Protein (AHRD V1),,1
Solyc00g118690,Solyc00g118690,Solyc00g118690,Solyc00g118690,,,"NADH-ubiquinone oxidoreductase chain 1 (AHRD V1 ***- Q5MA12_TOBAC); contains Interpro domain(s)  IPR001694  NADH:ubiquinone oxidoreductase, subunit 1",,1
Solyc00g023600,Solyc00g023600,Solyc00g023600,Solyc00g023600,,,Unknown Protein (AHRD V1),,1
Solyc00g023590,Solyc00g023590,Solyc00g023590,Solyc00g023590,,,Unknown Protein (AHRD V1),,1
Solyc00g023580,Solyc00g023580,Solyc00g023580,Solyc00g023580,,,Unknown Protein (AHRD V1),,1
Solyc00g023570,Solyc00g023570,Solyc00g023570,Solyc00g023570,,,Unknown Protein (AHRD V1),,1
Solyc00g014860,Solyc00g014860,Solyc00g014860,Solyc00g014860,,,Unknown Protein (AHRD V1),,1
Solyc00g014850,Solyc00g014850,Solyc00g014850,Solyc00g014850,,,ORF86 (AHRD V1 ***- B6VJY4_VITVI),,1
Solyc00g500183,,,,,,,,0
Solyc00g500184,,,,,,,,0
Solyc00g500185,,,,,,,,0
Solyc00g014810,Solyc00g014810,Solyc00g014810,Solyc00g014810,,,Unknown Protein (AHRD V1),,1
Solyc00g014800,Solyc00g014800,Solyc00g014800,Solyc00g014800,,,"Zinc-finger protein 1 (AHRD V1 *-*- D7KX25_ARALY); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type",,1
Solyc00g014790,Solyc00g014790,Solyc00g014790,Solyc00g014790,,,Unknown Protein (AHRD V1),,1
Solyc00g094550,Solyc00g094550,Solyc00g094550,Solyc00g094550,,,Unknown Protein (AHRD V1),,1
Solyc00g094540,Solyc00g094540,Solyc00g094540,Solyc00g094540,,,Unknown Protein (AHRD V1),,1
Solyc00g094530,Solyc00g094530,Solyc00g094530,Solyc00g094530,,,"NADH-ubiquinone oxidoreductase chain 1 (AHRD V1 ***- Q5M9U6_TOBAC); contains Interpro domain(s)  IPR001694  NADH:ubiquinone oxidoreductase, subunit 1",,1
Solyc00g094520,Solyc00g094520,Solyc00g094520,Solyc00g094520,,,Unknown Protein (AHRD V1),,1
Solyc00g023700,Solyc00g023700,Solyc00g023700,Solyc00g023700,,,Unknown Protein (AHRD V1),,1
Solyc00g023710,Solyc00g023710,Solyc00g023710,Solyc00g023710,,,Unknown Protein (AHRD V1),,1
Solyc00g049210,Solyc00g049210,Solyc00g049210,Solyc00g049210,,,Cytochrome c-type biogenesis protein CcmF (AHRD V1 *-*- Q1ZIX1_9GAMM); contains Interpro domain(s)  IPR003569  Cytochrome c-type biogenesis protein CcbS,,1
Solyc00g049220,Solyc00g049220,Solyc00g049220,Solyc00g049220,,,Unknown Protein (AHRD V1),,1
Solyc00g500186,,,,,,,,0
Solyc00g500187,,,,,,,,0
Solyc00g500188,,,,,,,,0
Solyc00g500189,,,,,,,,0
Solyc00g021660,Solyc00g021660,Solyc00g021660,Solyc00g021660,,,Neutral invertase-like protein (Fragment) (AHRD V1 ***- Q75UP5_IPOBA); contains Interpro domain(s)  IPR006937  Plant neutral invertase,,1
Solyc00g500190,,,,,,,,0
Solyc00g500191,,,,,,,,0
Solyc00g500192,,,,,,,,0
Solyc00g500193,,,,,,,,0
Solyc00g500194,,,,,,,,0
Solyc00g500195,,,,,,,,0
Solyc00g500196,,,,,,,,0
Solyc00g500197,,,,,,,,0
Solyc00g500198,,,,,,,,0
Solyc00g500199,None,None,None,None,None,None,None,#
Solyc00g500200,None,None,None,None,None,None,None,#
Solyc00g500201,None,None,None,None,None,None,None,#
Solyc00g500202,None,None,None,None,None,None,None,#
Solyc00g500203,None,None,None,None,None,None,None,#
Solyc00g500204,None,None,None,None,None,None,None,#
Solyc00g500205,None,None,None,None,None,None,None,#
Solyc00g500206,None,None,None,None,None,None,None,#
Solyc00g500207,None,None,None,None,None,None,None,#
Solyc00g500208,None,None,None,None,None,None,None,#
Solyc00g500209,None,None,None,None,None,None,None,#
Solyc00g500210,None,None,None,None,None,None,None,#
Solyc00g500211,None,None,None,None,None,None,None,#
Solyc00g500212,None,None,None,None,None,None,None,#
Solyc00g500213,None,None,None,None,None,None,None,#
Solyc00g500214,None,None,None,None,None,None,None,#
Solyc00g322630,None,None,None,None,None,None,None,#
Solyc00g500215,None,None,None,None,None,None,None,#
Solyc00g500216,None,None,None,None,None,None,None,#
Solyc00g500217,None,None,None,None,None,None,None,#
Solyc00g500218,None,None,None,None,None,None,None,#
Solyc00g266110,None,None,None,None,None,None,None,#
Solyc00g254910,None,None,None,None,None,None,None,#
Solyc00g500219,None,None,None,None,None,None,None,#
Solyc00g500220,None,None,None,None,None,None,None,#
Solyc00g500221,None,None,None,None,None,None,None,#
Solyc00g500222,None,None,None,None,None,None,None,#
Solyc00g198360,None,None,None,None,None,None,None,#
Solyc00g500223,None,None,None,None,None,None,None,#
Solyc00g036520,None,None,None,None,None,None,None,#
Solyc00g052540,None,None,None,None,None,None,None,#
Solyc00g052530,None,None,None,None,None,None,None,#
Solyc00g500224,None,None,None,None,None,None,None,#
Solyc00g047180,None,None,None,None,None,None,None,#
Solyc00g047190,None,None,None,None,None,None,None,#
Solyc00g047200,None,None,None,None,None,None,None,#
Solyc00g500225,None,None,None,None,None,None,None,#
Solyc00g500226,None,None,None,None,None,None,None,#
Solyc00g500227,None,None,None,None,None,None,None,#
Solyc00g500228,None,None,None,None,None,None,None,#
Solyc00g500229,None,None,None,None,None,None,None,#
Solyc00g500230,None,None,None,None,None,None,None,#
Solyc00g500231,None,None,None,None,None,None,None,#
Solyc00g500232,None,None,None,None,None,None,None,#
Solyc00g500233,None,None,None,None,None,None,None,#
Solyc00g500234,None,None,None,None,None,None,None,#
Solyc00g500235,None,None,None,None,None,None,None,#
Solyc00g500236,None,None,None,None,None,None,None,#
Solyc00g500237,None,None,None,None,None,None,None,#
Solyc00g230070,None,None,None,None,None,None,None,#
Solyc00g230060,None,None,None,None,None,None,None,#
Solyc00g025300,None,None,None,None,None,None,None,#
Solyc00g025290,None,None,None,None,None,None,None,#
Solyc00g500238,None,None,None,None,None,None,None,#
Solyc00g020040,None,None,None,None,None,None,None,#
Solyc00g020030,None,None,None,None,None,None,None,#
Solyc00g020020,None,None,None,None,None,None,None,#
Solyc00g020010,None,None,None,None,None,None,None,#
Solyc00g020000,None,None,None,None,None,None,None,#
Solyc00g019990,None,None,None,None,None,None,None,#
Solyc00g019980,None,None,None,None,None,None,None,#
Solyc00g019970,None,None,None,None,None,None,None,#
Solyc00g019950,None,None,None,None,None,None,None,#
Solyc00g500239,None,None,None,None,None,None,None,#
Solyc00g500240,None,None,None,None,None,None,None,#
Solyc00g500241,None,None,None,None,None,None,None,#
Solyc00g036530,None,None,None,None,None,None,None,#
Solyc00g500242,None,None,None,None,None,None,None,#
Solyc00g500243,None,None,None,None,None,None,None,#
Solyc00g500244,None,None,None,None,None,None,None,#
Solyc00g500245,None,None,None,None,None,None,None,#
Solyc00g500246,None,None,None,None,None,None,None,#
Solyc00g007450,None,None,None,None,None,None,None,#
Solyc00g016590,None,None,None,None,None,None,None,#
Solyc00g028960,None,None,None,None,None,None,None,#
Solyc00g500247,None,None,None,None,None,None,None,#
Solyc00g500248,None,None,None,None,None,None,None,#
Solyc00g500249,None,None,None,None,None,None,None,#
Solyc00g500250,None,None,None,None,None,None,None,#
Solyc00g500251,None,None,None,None,None,None,None,#
Solyc00g500252,None,None,None,None,None,None,None,#
Solyc00g500253,None,None,None,None,None,None,None,#
Solyc00g021650,None,None,None,None,None,None,None,#
Solyc00g021640,None,None,None,None,None,None,None,#
Solyc00g021630,None,None,None,None,None,None,None,#
Solyc00g500254,None,None,None,None,None,None,None,#
Solyc00g181240,None,None,None,None,None,None,None,#
Solyc00g181250,None,None,None,None,None,None,None,#
Solyc00g500255,None,None,None,None,None,None,None,#
Solyc00g500256,None,None,None,None,None,None,None,#
Solyc00g500257,None,None,None,None,None,None,None,#
Solyc00g500258,None,None,None,None,None,None,None,#
Solyc00g500259,None,None,None,None,None,None,None,#
Solyc00g500260,None,None,None,None,None,None,None,#
Solyc00g500261,None,None,None,None,None,None,None,#
Solyc00g500262,None,None,None,None,None,None,None,#
Solyc00g500263,None,None,None,None,None,None,None,#
Solyc00g500264,None,None,None,None,None,None,None,#
Solyc00g500265,None,None,None,None,None,None,None,#
Solyc00g500266,None,None,None,None,None,None,None,#
Solyc00g500267,None,None,None,None,None,None,None,#
Solyc00g500268,None,None,None,None,None,None,None,#
Solyc00g500269,None,None,None,None,None,None,None,#
Solyc00g500270,None,None,None,None,None,None,None,#
Solyc00g500271,None,None,None,None,None,None,None,#
Solyc00g500272,None,None,None,None,None,None,None,#
Solyc00g500273,None,None,None,None,None,None,None,#
Solyc00g500274,None,None,None,None,None,None,None,#
Solyc00g500275,None,None,None,None,None,None,None,#
Solyc00g500276,None,None,None,None,None,None,None,#
Solyc00g500277,None,None,None,None,None,None,None,#
Solyc00g052430,None,None,None,None,None,None,None,#
Solyc00g500278,None,None,None,None,None,None,None,#
Solyc00g500279,None,None,None,None,None,None,None,#
Solyc00g500280,None,None,None,None,None,None,None,#
Solyc00g500281,None,None,None,None,None,None,None,#
Solyc00g500282,None,None,None,None,None,None,None,#
Solyc00g500283,None,None,None,None,None,None,None,#
Solyc00g500284,None,None,None,None,None,None,None,#
Solyc00g500285,None,None,None,None,None,None,None,#
Solyc00g500286,None,None,None,None,None,None,None,#
Solyc00g500287,None,None,None,None,None,None,None,#
Solyc00g500288,None,None,None,None,None,None,None,#
Solyc00g500289,None,None,None,None,None,None,None,#
Solyc00g500290,None,None,None,None,None,None,None,#
Solyc00g500291,None,None,None,None,None,None,None,#
Solyc00g500292,None,None,None,None,None,None,None,#
Solyc00g500293,None,None,None,None,None,None,None,#
Solyc00g500294,None,None,None,None,None,None,None,#
Solyc00g500295,None,None,None,None,None,None,None,#
Solyc00g500296,None,None,None,None,None,None,None,#
Solyc00g500297,None,None,None,None,None,None,None,#
Solyc00g500298,None,None,None,None,None,None,None,#
Solyc00g500299,None,None,None,None,None,None,None,#
Solyc00g500300,None,None,None,None,None,None,None,#
Solyc00g500301,None,None,None,None,None,None,None,#
Solyc00g500302,None,None,None,None,None,None,None,#
Solyc00g500303,None,None,None,None,None,None,None,#
Solyc00g500304,None,None,None,None,None,None,None,#
Solyc00g500305,None,None,None,None,None,None,None,#
Solyc00g500306,None,None,None,None,None,None,None,#
Solyc00g500307,None,None,None,None,None,None,None,#
Solyc00g500308,None,None,None,None,None,None,None,#
Solyc00g500309,None,None,None,None,None,None,None,#
Solyc00g500310,None,None,None,None,None,None,None,#
Solyc00g500311,None,None,None,None,None,None,None,#
Solyc00g500312,None,None,None,None,None,None,None,#
Solyc00g500313,None,None,None,None,None,None,None,#
Solyc00g500314,None,None,None,None,None,None,None,#
Solyc00g500315,None,None,None,None,None,None,None,#
Solyc00g500316,None,None,None,None,None,None,None,#
Solyc00g500317,None,None,None,None,None,None,None,#
Solyc00g500318,None,None,None,None,None,None,None,#
Solyc00g012540,None,None,None,None,None,None,None,#
Solyc00g500319,None,None,None,None,None,None,None,#
Solyc00g500320,None,None,None,None,None,None,None,#
Solyc00g500321,None,None,None,None,None,None,None,#
Solyc00g500322,None,None,None,None,None,None,None,#
Solyc00g500323,None,None,None,None,None,None,None,#
Solyc00g500324,None,None,None,None,None,None,None,#
Solyc00g500325,None,None,None,None,None,None,None,#
Solyc00g500326,None,None,None,None,None,None,None,#
Solyc00g500327,None,None,None,None,None,None,None,#
Solyc00g500328,None,None,None,None,None,None,None,#
Solyc00g500329,None,None,None,None,None,None,None,#
Solyc00g500330,None,None,None,None,None,None,None,#
Solyc00g500331,None,None,None,None,None,None,None,#
Solyc00g500332,None,None,None,None,None,None,None,#
Solyc00g500333,None,None,None,None,None,None,None,#
Solyc00g500334,None,None,None,None,None,None,None,#
Solyc00g500335,None,None,None,None,None,None,None,#
Solyc00g500336,None,None,None,None,None,None,None,#
Solyc00g500337,None,None,None,None,None,None,None,#
Solyc00g500338,None,None,None,None,None,None,None,#
Solyc00g500339,None,None,None,None,None,None,None,#
Solyc00g500340,None,None,None,None,None,None,None,#
Solyc00g500341,None,None,None,None,None,None,None,#
Solyc00g500342,None,None,None,None,None,None,None,#
Solyc00g500343,None,None,None,None,None,None,None,#
Solyc00g500344,None,None,None,None,None,None,None,#
Solyc00g500345,None,None,None,None,None,None,None,#
Solyc00g500346,None,None,None,None,None,None,None,#
Solyc00g500347,None,None,None,None,None,None,None,#
Solyc00g500348,None,None,None,None,None,None,None,#
Solyc00g500349,None,None,None,None,None,None,None,#
Solyc00g500350,None,None,None,None,None,None,None,#
Solyc00g500351,None,None,None,None,None,None,None,#
Solyc00g500352,None,None,None,None,None,None,None,#
Solyc00g032030,None,None,None,None,None,None,None,#
Solyc00g500353,None,None,None,None,None,None,None,#
Solyc00g076250,None,None,None,None,None,None,None,#
Solyc00g500354,None,None,None,None,None,None,None,#
Solyc00g500355,None,None,None,None,None,None,None,#
Solyc00g500356,None,None,None,None,None,None,None,#
Solyc00g500357,None,None,None,None,None,None,None,#
Solyc00g500358,None,None,None,None,None,None,None,#
Solyc00g500359,None,None,None,None,None,None,None,#
Solyc00g500360,None,None,None,None,None,None,None,#
Solyc00g500361,None,None,None,None,None,None,None,#
Solyc00g500362,None,None,None,None,None,None,None,#
Solyc00g500363,None,None,None,None,None,None,None,#
Solyc00g500364,None,None,None,None,None,None,None,#
Solyc00g308530,None,None,None,None,None,None,None,#
Solyc00g284510,None,None,None,None,None,None,None,#
Solyc00g500365,None,None,None,None,None,None,None,#
Solyc00g500366,None,None,None,None,None,None,None,#
Solyc00g500367,None,None,None,None,None,None,None,#
Solyc00g500368,None,None,None,None,None,None,None,#
Solyc00g500369,None,None,None,None,None,None,None,#
Solyc00g500370,None,None,None,None,None,None,None,#
Solyc00g500371,None,None,None,None,None,None,None,#
Solyc00g500372,None,None,None,None,None,None,None,#
Solyc00g500373,None,None,None,None,None,None,None,#
Solyc00g500374,None,None,None,None,None,None,None,#
Solyc00g500375,None,None,None,None,None,None,None,#
Solyc00g006650,None,None,None,None,None,None,None,#
Solyc00g500376,None,None,None,None,None,None,None,#
Solyc00g500377,None,None,None,None,None,None,None,#
Solyc00g500378,None,None,None,None,None,None,None,#
Solyc00g500379,None,None,None,None,None,None,None,#
Solyc00g500380,None,None,None,None,None,None,None,#
Solyc00g500381,None,None,None,None,None,None,None,#
Solyc00g500382,None,None,None,None,None,None,None,#
Solyc00g500383,None,None,None,None,None,None,None,#
Solyc00g500384,None,None,None,None,None,None,None,#
Solyc00g500385,None,None,None,None,None,None,None,#
Solyc00g500386,None,None,None,None,None,None,None,#
Solyc00g500387,None,None,None,None,None,None,None,#
Solyc00g500388,None,None,None,None,None,None,None,#
Solyc00g500389,None,None,None,None,None,None,None,#
Solyc00g500390,None,None,None,None,None,None,None,#
Solyc00g500391,None,None,None,None,None,None,None,#
